individuals_income_below_185_percent_poverty_level,total_population_white,total_population_black_or_african_american,total_population_american_indian_and_alaska_native,total_population_asian,total_population_native_hawaiian_and_other_pacific_islander,total_population_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households_spanish,total_lep_households_other_indo_european_languages,total_lep_households_asian_and_pacific_island_languages,total_lep_households_other_languages,region
773,1853,0,0,10,0,50,1839,0,0,0,0,East
557,1644,28,7,0,0,0,1691,0,0,0,0,East
976,2924,0,0,10,28,0,2983,0,11,0,0,East
652,1742,0,21,0,0,101,1726,0,0,0,0,East
653,1950,12,0,0,4,16,1988,0,0,0,0,East
923,3688,78,28,44,0,268,3769,0,0,0,0,East
405,1512,0,3,43,0,30,1541,0,0,10,0,East
1139,3340,34,17,0,0,16,3411,0,0,0,0,East
617,2749,0,0,0,0,81,2726,0,0,0,0,South
912,3017,12,0,0,0,61,2993,0,0,0,0,South
1497,3067,16,0,16,0,27,3094,0,0,0,0,South
1441,3661,49,31,0,4,69,3740,0,0,0,0,South
1483,2958,6,0,50,19,0,3044,0,0,0,0,South
1263,2695,55,6,77,4,152,2735,0,0,0,0,South
1470,3758,13,0,26,0,131,3750,0,0,0,0,South
1599,3630,47,9,3,0,18,3692,0,0,1,0,South
1384,2491,9,0,0,0,40,2460,0,0,0,0,South
1215,2567,0,25,34,0,0,2751,0,0,8,0,South
1271,3001,71,0,0,0,11,3061,0,0,0,0,South
921,3424,3,22,0,0,43,3475,0,1,0,0,South
731,2417,0,28,0,0,78,2435,0,0,0,0,West
471,3047,0,0,3,7,26,3034,0,0,0,0,West
585,2313,2,0,0,0,9,2329,0,0,0,0,West
760,2417,17,0,7,0,23,2453,0,0,0,0,West
626,2493,41,0,0,0,46,2523,0,0,0,0,West
827,3234,20,16,0,0,33,3270,0,0,0,0,West
708,1587,0,28,1,0,27,1654,0,0,0,0,West
1291,2581,66,0,0,0,113,2571,15,0,0,0,West
1586,4102,34,21,0,0,175,4003,9,0,0,0,West
688,2449,2,18,0,6,55,2431,0,0,0,0,West
635,2502,0,0,0,0,55,2481,0,0,0,0,West
1119,2608,23,5,4,0,12,2643,0,0,0,0,West
675,2264,0,0,6,0,24,2335,0,0,0,0,South
1262,2596,26,26,0,0,42,2635,0,8,0,0,South
966,3196,9,0,0,0,11,3215,0,0,0,0,West
815,1730,3,0,0,7,13,1749,0,0,0,0,West
519,2106,0,0,27,0,20,2119,0,0,0,0,West
806,2239,0,0,0,0,37,2214,7,0,0,0,West
886,3243,0,0,0,0,69,3296,4,0,0,0,West
1304,7066,208,13,96,19,1302,6440,0,0,0,0,Northeast
697,5103,219,0,65,0,978,5191,0,0,0,0,Northeast
1103,6389,27,6,20,0,535,6312,19,0,0,0,Northeast
882,2709,19,0,101,0,421,2599,26,0,0,0,Northeast
1350,5630,74,0,0,0,607,5335,2,0,0,0,Northeast
299,2922,9,6,0,0,228,2709,0,0,0,0,Northeast
848,2912,0,0,58,0,252,2727,2,0,0,0,Northeast
1099,5382,46,8,28,0,270,5304,0,0,0,0,Northeast
619,4912,56,0,0,0,207,4866,0,10,0,0,Northeast
795,3717,7,2,42,0,207,3604,0,0,0,0,Northeast
757,2809,13,0,0,0,17,2822,0,0,0,0,South
739,2208,0,0,12,0,0,2220,0,0,0,0,South
657,3014,0,0,0,0,40,2974,0,0,0,0,South
585,1990,0,0,0,0,55,1963,0,0,0,0,West
622,2344,2,0,11,0,63,2338,12,16,0,0,West
843,2015,50,0,0,0,18,2130,0,11,0,0,West
532,2272,10,1,11,0,19,2284,0,0,0,0,West
730,2970,0,0,31,0,0,3059,0,0,0,0,West
526,2282,0,3,6,0,55,2252,0,0,0,0,West
1146,3466,23,0,7,0,47,3498,0,0,0,1,West
611,1919,36,7,0,0,6,1956,0,0,0,0,South
513,1813,0,0,4,0,21,1851,0,0,0,0,South
580,2277,0,0,39,0,24,2337,0,0,0,0,West
447,1705,0,0,0,0,34,1681,0,0,0,0,West
781,2615,0,0,0,0,62,2612,0,0,0,0,West
1147,5556,10,0,9,0,659,5067,0,0,0,0,Northwest
360,4527,14,0,5,0,86,4522,0,0,0,0,Northwest
732,3603,3,15,10,0,86,3628,0,0,0,0,Northwest
362,4179,14,0,9,0,306,3997,0,0,0,0,Northwest
1292,6732,55,0,45,0,18,6878,0,0,0,0,Northwest
647,2558,0,11,4,0,23,2593,0,0,0,0,Northwest
432,2016,15,0,0,0,106,2021,0,3,0,0,Northwest
1190,2389,179,0,0,0,316,2457,44,0,0,0,Northwest
2017,2607,187,0,48,0,476,2732,57,0,0,0,Northwest
1457,3051,142,0,12,0,338,3158,0,0,0,0,Northwest
786,3049,168,18,71,0,208,3238,54,0,0,0,Northwest
911,2569,6,0,10,0,101,2548,0,17,0,0,Northwest
604,2812,3,0,0,0,50,2816,0,0,0,0,Northwest
840,2584,30,10,17,0,208,2608,7,1,0,0,East
821,3167,72,0,10,0,255,3260,19,0,0,0,East
697,3149,0,0,7,0,46,3127,0,0,0,0,East
1479,3122,0,0,24,0,204,3080,20,0,0,0,East
1124,3644,16,0,20,0,51,3756,10,0,0,0,East
991,2399,13,5,7,0,869,2232,63,2,0,0,East
718,2663,59,0,13,0,130,2725,0,0,0,0,East
583,2207,0,0,0,0,39,2221,0,4,0,0,East
960,2187,4,5,0,0,101,2212,2,0,0,0,East
896,3003,0,15,94,0,13,3127,0,19,0,0,South
1501,3779,28,14,17,4,215,3835,0,0,0,0,South
988,2507,0,0,8,0,36,2527,0,13,0,0,South
970,4349,82,0,75,0,8,4580,7,0,0,0,South
2557,4743,410,0,11,0,587,5150,0,0,0,0,South
1615,2286,526,0,0,0,60,3016,7,0,0,0,South
1657,2447,701,0,89,35,285,3408,26,0,0,0,South
1194,1183,1018,11,20,0,74,2251,0,0,0,0,South
1586,4771,1097,0,546,0,117,6387,0,0,0,19,South
2496,1824,887,41,226,22,206,2959,31,0,82,0,South
3508,2311,1677,0,249,0,76,4273,12,94,58,0,South
2316,2527,816,14,113,0,150,3426,0,0,0,0,South
1031,3503,170,2,188,1,60,3899,0,0,0,0,South
2068,2058,365,56,275,0,267,2980,0,0,42,23,South
628,2694,0,3,9,0,0,2862,0,0,0,0,East
1027,2528,16,0,0,0,25,2564,0,0,0,0,East
784,3952,4,0,0,0,9,3948,0,1,0,0,East
897,3733,12,3,27,0,61,3780,2,0,0,0,South
894,2788,8,24,5,0,34,2869,0,2,0,0,South
986,4356,16,2,16,0,15,4441,0,1,0,0,South
1018,3272,8,3,23,0,53,3320,0,15,0,2,South
1338,2988,491,0,94,5,36,3631,11,0,8,0,South
450,2504,232,17,135,0,91,2814,9,0,0,0,South
1099,3593,16,1,52,0,45,3832,0,0,0,0,South
1151,3954,5,10,53,0,18,4035,0,0,0,0,South
1626,1896,763,0,0,0,51,2760,0,0,0,0,South
1054,577,643,3,15,0,168,1266,0,0,0,0,South
1136,1889,146,1,18,0,138,2047,0,0,0,0,South
1456,4456,6,0,31,0,48,4658,0,0,0,0,West
436,3314,0,0,0,0,63,3341,0,0,0,0,West
458,3206,8,23,0,0,9,3264,0,0,0,0,West
1079,6011,5,0,31,0,100,6045,26,0,0,0,West
343,1962,5,0,0,0,29,1994,0,0,0,0,West
393,1403,0,0,0,0,41,1381,10,0,0,0,West
1100,4335,24,14,17,0,57,4407,5,8,0,0,Northwest
1041,4635,30,2,24,0,62,4689,0,3,0,0,Northwest
614,4250,0,0,66,0,385,3939,53,0,0,0,Northwest
224,2015,4,0,0,0,38,1987,4,0,0,0,Northwest
981,2661,25,46,4,2,49,2752,1,3,0,0,Northwest
759,2903,8,12,23,6,47,2968,0,0,9,0,Northwest
877,3922,0,0,30,0,42,3960,0,0,0,0,South
631,2871,0,0,1,0,21,2852,0,0,0,0,South
1176,3241,22,10,1,0,28,3266,0,0,0,0,South
12,12,0,0,0,0,0,12,0,0,0,0,South
1213,3547,588,120,472,0,2405,3901,167,24,0,0,Northeast
447,4676,34,53,832,0,461,5382,0,15,0,0,Northeast
665,4729,293,0,1647,0,846,6138,0,0,0,0,Northeast
625,6406,99,11,577,0,1502,6773,14,0,0,0,Northeast
1016,2590,196,0,188,14,3130,1273,72,0,11,0,Northeast
2899,2698,600,53,22,0,4855,1789,203,0,0,0,Northeast
4262,3861,1477,57,109,0,5232,3140,111,0,0,0,Northeast
1526,2641,263,95,129,19,2069,2520,104,0,0,0,Northeast
398,1978,52,0,99,0,592,1940,0,0,0,0,Northeast
643,3455,168,0,179,0,437,3556,0,18,0,0,Northeast
826,6162,161,15,698,0,659,6690,6,28,14,0,Northeast
2708,18802,778,0,2004,0,3421,20330,48,0,0,0,Northeast
2089,13666,2,0,171,0,449,13407,0,37,0,0,Northeast
289,2094,6,0,29,0,127,2079,0,0,0,0,Northeast
2154,4182,130,290,20,0,4285,2480,121,0,0,0,Northeast
1785,3909,442,199,523,0,1964,4201,69,49,0,0,Northeast
1400,2132,482,0,27,0,1852,2537,45,0,0,0,Northeast
854,2195,204,0,108,8,1954,1982,117,19,0,0,Northeast
1851,1740,120,0,199,0,2657,1109,217,0,0,0,Northeast
1516,1903,332,84,34,0,2496,936,173,0,0,0,Northeast
2658,2435,230,13,70,0,5114,1392,265,0,14,0,Northeast
463,538,37,0,29,0,821,342,58,0,0,3,Northeast
2406,3745,294,0,7,0,4485,2191,263,44,0,14,Northeast
1371,5927,168,0,424,0,1381,5749,73,0,17,0,Northeast
2293,4971,433,0,581,0,2532,4949,121,0,64,0,Northeast
1191,11200,64,0,1672,0,1861,12304,33,49,0,0,Northeast
423,6008,367,0,699,0,2116,5682,16,0,5,0,Northeast
894,3804,430,0,405,0,1893,3477,90,11,28,0,Northeast
863,3140,144,0,155,0,1367,2947,17,8,42,15,Northeast
610,2568,198,146,82,0,1138,2600,28,8,8,0,Northeast
643,4262,187,13,157,0,619,4272,10,6,0,0,Northeast
1396,6235,73,84,175,0,808,6276,63,15,0,0,Northeast
550,6995,101,0,357,0,227,7330,0,0,13,0,Northeast
438,6316,271,0,414,9,365,6748,0,0,0,0,Northeast
586,8341,91,25,401,0,637,8523,0,0,0,0,Northeast
500,4128,54,0,168,0,202,4371,0,11,0,0,Northeast
1777,6456,154,43,272,0,1664,6701,86,11,11,0,Northeast
411,1914,24,0,3,0,190,1811,0,0,0,0,Northeast
1062,8158,76,0,346,0,354,8323,0,2,0,0,Northeast
521,7988,128,35,190,0,421,8171,0,0,0,13,Northeast
529,5054,63,15,15,0,168,5110,0,0,0,0,Northeast
930,5836,37,16,230,0,612,5817,0,0,0,0,Northeast
1009,7362,83,0,130,0,383,7452,61,0,16,0,Northeast
223,4457,12,0,76,0,225,4455,0,0,10,0,Northeast
1063,5927,158,0,79,0,652,6099,0,27,0,0,Northeast
1190,4194,392,0,49,0,597,4355,0,0,0,0,Northeast
400,5055,96,33,48,8,719,5283,10,53,0,0,Northeast
470,6268,72,0,262,0,454,6439,9,30,0,0,Northeast
183,3272,135,15,141,0,234,3449,0,0,0,0,Northeast
1045,6791,59,0,240,0,718,6771,47,19,0,0,Northeast
1755,3837,828,33,288,0,2225,3973,278,12,57,0,Northeast
1092,1069,440,0,12,0,2174,685,143,0,0,0,Northeast
1912,2246,658,0,151,6,2537,1976,104,0,0,0,Northeast
956,3723,479,20,348,0,2404,3364,100,0,21,0,Northeast
1951,3760,473,158,73,0,5361,1750,280,14,0,0,Northeast
511,1984,357,25,101,0,963,2095,24,9,9,0,Northeast
841,2792,204,0,13,0,773,2579,7,0,0,0,Northeast
2612,3751,1563,0,40,0,1997,3946,115,0,15,0,Northeast
826,2402,561,0,214,18,1290,2155,16,8,22,60,Northeast
1912,3042,915,56,269,116,2992,2972,170,6,0,25,Northeast
1160,2851,518,0,121,0,2025,2442,139,9,8,44,Northeast
1392,1737,257,15,121,0,1886,1317,104,0,0,0,Northeast
2758,3781,1076,37,374,0,3665,2907,75,63,0,0,Northeast
2207,3306,20,91,0,0,4010,1070,134,0,0,0,Northeast
3804,4346,407,31,0,0,8624,605,499,0,0,0,Northeast
1832,3551,758,0,33,10,5453,1119,390,0,24,0,Northeast
4388,3123,1453,0,114,0,5296,2395,373,0,15,0,Northeast
1470,4688,253,12,67,0,1089,4507,61,0,0,0,Northeast
818,3820,270,13,0,0,735,3734,131,0,0,0,Northeast
1126,3732,697,189,0,0,2598,2877,88,0,0,0,Northeast
2149,3035,93,27,0,0,4601,646,209,0,0,0,Northeast
3052,3166,555,15,18,0,4270,1593,204,8,0,0,Northeast
3201,4019,191,138,0,6,6180,976,261,9,0,0,Northeast
1727,2506,270,14,45,0,3471,1621,192,0,0,0,Northeast
5454,9072,880,161,1165,0,6827,7062,385,0,56,0,Northeast
885,14423,280,0,488,0,1228,14274,0,0,0,0,Northeast
671,9947,832,0,414,19,2456,9759,19,0,0,0,Northeast
714,7118,590,0,625,0,594,7914,16,0,44,0,Northeast
1775,2242,531,22,91,0,2391,1786,170,0,0,0,Northeast
819,1247,211,0,14,0,1268,985,53,6,0,0,Northeast
401,7312,44,0,131,0,333,7455,16,13,0,0,Northeast
1671,3136,974,45,215,0,1654,3606,114,8,8,0,Northeast
473,2309,0,16,0,0,110,2285,0,3,0,0,Northeast
229,1830,56,0,4,0,118,1901,0,0,0,0,Northeast
1913,8621,172,0,90,0,567,8463,0,0,0,0,Northeast
649,3835,15,58,17,0,89,3934,0,0,0,1,Northeast
523,4603,39,0,26,0,68,4628,0,0,0,0,Northeast
643,4916,579,0,186,11,276,5663,47,0,0,0,Northeast
396,5632,56,0,282,0,362,5763,0,0,0,0,Northeast
1950,5395,583,0,19,0,581,5555,32,0,0,0,Northeast
401,3653,489,0,72,0,371,3900,0,0,6,0,Northeast
2042,6268,355,0,12,0,671,6276,14,0,0,0,Northeast
784,2467,652,18,0,0,391,2970,0,0,0,0,Northeast
1718,3887,25,0,8,0,650,3625,59,0,0,0,Northeast
937,330,1320,0,5,0,190,1519,24,0,0,0,Northeast
483,1703,86,4,4,0,296,1627,11,0,0,0,Northeast
522,1936,48,6,9,0,104,1968,7,0,0,0,Northeast
404,1818,281,0,0,0,158,1969,2,5,0,0,Northeast
864,752,796,11,12,0,173,1575,16,0,0,0,Northeast
1203,571,1411,49,1,0,396,1706,0,0,0,0,Northeast
897,243,1228,11,0,0,99,1383,6,0,0,0,Northeast
2308,1843,1282,0,0,0,703,2863,15,0,0,0,Northeast
576,2304,90,11,0,0,533,2011,27,0,0,0,Northeast
431,1224,22,0,10,0,217,1084,9,0,0,0,Northeast
1201,2885,726,0,12,0,310,3489,13,0,0,0,Northeast
761,2671,647,5,24,0,205,3281,0,0,0,0,Northeast
1019,2354,440,41,0,0,570,2620,57,0,0,0,Northeast
2534,1479,2487,0,94,0,1106,3136,57,0,13,0,Northeast
1431,2907,1352,16,0,0,1244,3175,109,0,0,0,Northeast
1492,1833,740,9,0,0,305,2394,0,0,0,0,Northeast
756,4305,43,0,8,5,197,4288,2,0,0,0,Northeast
1822,12803,2151,0,2396,0,3202,16641,163,0,167,0,Northeast
1159,13855,374,26,140,0,1745,12936,0,29,0,0,Northeast
857,4140,179,16,93,0,1592,3492,0,12,0,0,Northeast
917,2921,252,0,9,0,1232,2602,8,0,0,0,Northeast
558,4794,566,0,76,0,1507,4862,34,0,26,0,Northeast
1062,6028,177,22,0,0,1196,5202,43,0,0,0,Northeast
4992,23960,2385,0,525,0,4938,23928,34,0,20,0,Northeast
3240,10667,1285,37,89,0,3737,10113,66,0,0,0,Northeast
1276,9374,186,44,72,0,1121,9116,0,0,0,0,Northeast
1345,13636,1686,0,542,0,3037,13217,30,37,17,0,Northeast
606,2815,83,0,4,0,47,2869,2,0,0,0,West
800,2951,47,4,8,0,68,3003,3,0,0,0,West
1414,3530,425,0,39,0,264,3898,0,10,0,0,West
1596,3681,77,183,150,0,308,3953,0,0,0,0,West
999,3276,293,14,69,0,139,3617,0,0,18,0,West
1382,2863,249,0,27,0,338,3076,9,0,8,0,West
653,1612,105,0,18,0,59,1695,0,0,0,0,West
844,1033,155,0,3,0,120,1104,0,0,0,0,West
1265,1161,583,0,0,0,287,1769,5,4,0,0,West
1995,3162,248,0,0,0,375,3475,0,0,0,0,West
1383,1760,564,0,0,0,0,2324,0,113,0,15,West
341,1266,136,0,11,0,18,1413,0,0,0,0,West
1162,3378,31,0,17,0,77,3410,0,5,0,0,West
211,1456,0,0,7,0,49,1455,0,0,4,0,West
1559,3831,55,0,0,0,5,3981,0,0,0,0,West
764,3009,7,49,5,0,16,3082,0,0,0,0,West
1730,4729,1860,0,876,0,1354,6834,84,34,14,0,Northeast
194,3354,3,0,36,0,494,3097,11,0,0,0,Northeast
646,3021,132,12,42,0,302,2967,0,0,0,0,Northeast
988,2134,675,0,86,0,1348,2047,0,0,0,0,Northeast
1856,1702,1556,36,12,0,1014,2876,11,0,0,0,Northeast
1336,1010,1230,0,22,0,868,1831,26,4,0,0,Northeast
1474,3812,849,0,28,0,2090,3649,71,0,0,0,Northeast
2189,2401,1420,0,29,0,1590,2967,58,17,0,0,Northeast
2703,4882,906,170,48,0,2666,4401,58,13,0,0,Northeast
455,1781,0,0,18,0,174,1711,0,0,8,0,Northeast
747,4514,28,0,38,0,521,4477,0,0,14,0,Northeast
923,3300,0,0,0,0,154,3172,14,7,0,0,Northeast
467,2522,0,7,22,0,148,2471,0,0,0,0,Northeast
247,3036,0,0,35,0,88,3040,0,12,0,0,Northeast
1209,6102,413,0,91,0,585,6368,0,27,0,0,Northeast
588,3773,67,5,135,0,256,3948,0,14,0,0,Northeast
1556,5528,63,0,163,0,444,5617,14,20,0,0,Northeast
936,4786,30,15,120,0,488,4541,9,14,0,0,Northeast
1252,5494,40,0,61,0,1062,4799,0,0,0,23,Northeast
1091,7879,816,46,463,0,1941,7600,31,38,69,18,Northeast
209,3813,102,0,202,0,224,4031,0,29,0,0,Northeast
574,4685,69,0,125,0,742,4652,0,0,0,0,Northeast
382,4491,77,0,288,0,443,4542,0,17,21,0,Northeast
656,5061,191,7,362,0,887,5052,0,20,12,0,Northeast
471,6487,389,12,413,0,1492,6067,11,27,0,0,Northeast
651,4707,28,3,124,0,251,4677,0,0,19,0,Northeast
348,2315,305,0,111,0,268,2692,0,6,0,0,Northeast
469,3251,134,0,180,0,347,3522,0,0,0,0,Northeast
715,3541,161,0,191,0,465,3756,12,22,7,0,Northeast
1174,6499,239,13,655,0,1174,7081,0,0,0,0,Northeast
298,3340,144,0,295,8,416,3416,0,42,0,0,Northeast
532,5416,47,27,119,56,607,5438,0,27,72,0,Northeast
2068,5361,380,143,41,0,3858,2728,106,0,14,0,Northeast
769,3233,47,109,161,0,1955,2035,108,0,0,0,Northeast
1589,3721,237,20,89,0,2206,3080,119,19,14,0,Northeast
1681,3786,277,88,0,0,3259,1497,160,16,0,0,Northeast
1070,2749,25,79,13,0,2515,953,46,0,0,0,Northeast
2221,6605,644,0,913,19,2327,6595,68,18,41,0,Northeast
1057,1916,119,3,28,0,1587,847,72,0,0,0,Northeast
1858,4627,527,0,75,0,2999,3170,128,16,0,14,Northeast
1737,3491,571,158,1776,0,4142,3834,83,49,85,27,Northeast
139,2427,216,0,413,0,421,2988,0,0,33,0,Northeast
1251,3506,1161,0,448,0,1522,4333,57,0,0,0,Northeast
657,2246,173,115,185,0,886,2168,39,21,7,0,Northeast
746,2563,532,0,220,0,599,3098,19,0,0,0,Northeast
745,2377,547,0,336,0,596,2855,43,0,29,0,Northeast
1289,3518,394,0,363,0,1261,3536,155,24,28,0,Northeast
331,4950,236,81,431,0,260,5511,0,7,8,9,Northeast
454,3924,291,0,779,0,693,4617,5,7,0,0,Northeast
989,3744,131,9,230,0,641,3795,0,32,0,0,Northeast
347,3230,215,0,94,0,546,3132,0,0,12,9,Northeast
483,2564,277,12,1468,0,346,4213,10,25,12,0,Northeast
338,2743,288,0,297,0,196,3314,9,6,0,0,Northeast
118,3526,70,0,473,0,483,3920,3,10,6,0,Northeast
318,1056,102,0,27,0,596,937,7,5,0,0,Northeast
880,2479,549,6,62,0,2421,1990,131,0,9,0,Northeast
1435,3747,939,53,636,0,3411,3599,144,0,0,0,Northeast
1995,2229,441,26,106,0,2514,1109,188,0,0,0,Northeast
797,2266,317,0,56,0,1569,1676,109,0,0,0,Northeast
2066,3471,1324,0,231,0,3081,3365,108,0,18,0,Northeast
2318,2213,658,0,72,0,4288,1250,237,0,0,0,Northeast
2594,3174,1229,69,59,0,3447,2181,202,0,0,0,Northeast
1013,1089,1047,41,21,0,1102,2325,103,13,0,0,Northeast
1773,1071,1012,59,52,0,1290,1411,98,0,0,0,Northeast
2036,1742,506,20,73,0,2086,1135,256,26,15,5,Northeast
1612,1456,312,57,52,0,2391,429,235,4,0,0,Northeast
1738,1977,390,0,0,0,3113,566,171,0,0,0,Northeast
1216,1041,715,0,0,0,1462,1055,63,0,0,0,Northeast
3252,4267,1293,0,554,21,4767,2757,419,23,57,0,Northeast
2204,3227,286,88,122,0,4118,960,291,0,12,0,Northeast
2188,1586,1571,0,114,0,1240,2336,93,14,32,0,Northeast
2468,1412,608,9,4,0,2885,795,213,0,0,21,Northeast
902,305,819,0,18,0,460,1125,31,0,0,0,Northeast
2448,1275,1166,0,0,15,3023,1155,150,0,0,0,Northeast
1032,689,1081,0,2,0,999,1403,108,0,0,0,Northeast
84,80,91,0,0,0,0,185,0,0,0,0,Northeast
1561,2475,748,0,577,73,509,3611,0,0,15,0,Northeast
0,0,0,0,0,0,0,0,0,0,0,0,Northeast
0,0,0,0,0,0,0,0,0,0,0,0,Northeast
1416,675,1304,7,14,0,927,1588,100,0,0,0,Northeast
1430,1370,1279,8,29,0,1855,1681,107,6,0,0,Northeast
291,4657,9,0,391,0,576,4657,23,0,17,0,Northeast
90,2262,0,3,43,0,40,2282,5,0,0,0,Northeast
224,3131,31,0,36,0,153,3155,0,0,0,0,Northeast
428,3820,17,0,443,0,124,4188,0,22,61,0,Northeast
98,3015,73,0,364,0,28,3490,0,9,20,0,Northeast
77,2698,54,7,295,0,56,3036,0,0,30,0,Northeast
161,2692,32,52,49,0,203,2678,0,0,0,0,Northeast
644,4319,59,0,421,0,289,4611,0,81,58,16,Northeast
227,2894,83,13,680,0,231,3550,0,16,43,0,Northeast
408,4138,26,0,202,0,200,4315,10,11,0,0,Northeast
1164,3798,152,11,1539,0,274,5548,0,171,130,0,Northeast
675,3690,22,24,206,0,257,3903,12,21,0,0,Northeast
848,4601,64,5,1607,8,509,5947,0,29,40,0,Northeast
1040,4460,84,0,830,0,2221,3815,89,45,27,0,Northeast
2376,5081,37,25,217,0,4330,2049,143,32,0,0,Northeast
626,8992,306,0,1469,0,764,10315,0,87,0,0,Northeast
347,4929,80,10,946,0,737,5588,0,64,16,0,Northeast
317,3470,155,0,116,0,1219,3065,56,22,9,0,Northeast
794,4219,146,10,420,0,1250,3901,95,41,25,0,Northeast
689,4301,52,0,284,0,1926,3643,96,23,19,10,Northeast
573,4258,17,0,40,0,490,3940,0,7,0,0,Northeast
727,3909,56,0,58,0,1001,3386,17,16,3,0,Northeast
1101,9761,85,0,587,0,1590,9614,0,62,42,0,Northeast
1112,3191,21,0,61,0,984,2644,79,32,0,0,Northeast
253,3817,103,0,162,0,158,4061,0,3,15,0,Northeast
374,3751,19,9,145,0,209,3805,0,3,0,0,Northeast
118,2093,31,3,44,0,37,2177,0,0,0,0,Northeast
162,1502,0,4,28,0,29,1515,0,0,0,0,Northeast
483,4054,46,0,268,0,348,4163,0,0,0,0,Northeast
415,5881,144,4,1260,17,191,7296,0,27,43,0,Northeast
440,4146,59,0,823,0,293,4954,0,0,11,0,Northeast
302,4878,13,0,431,0,114,5388,0,20,0,0,Northeast
1086,4745,288,0,343,17,948,5002,33,40,37,0,Northeast
550,3982,42,0,280,0,756,3978,93,19,13,0,Northeast
309,4699,0,0,714,0,204,5309,9,27,5,0,Northeast
146,4744,34,0,365,0,79,5103,0,19,7,0,Northeast
366,3772,62,0,367,0,65,4197,0,30,30,0,Northeast
1229,4696,163,0,2190,0,165,7063,0,158,70,0,Northeast
868,2774,83,115,1488,41,1397,3466,62,149,86,0,Northeast
1019,3961,363,26,1131,0,1287,5074,107,120,58,0,Northeast
457,3022,25,0,971,0,515,3807,0,0,22,0,Northeast
337,4282,98,0,1188,0,282,5414,0,103,19,0,Northeast
162,1550,36,0,743,0,109,2377,0,30,38,0,Northeast
148,1929,28,0,540,0,90,2468,0,22,13,8,Northeast
235,3447,99,0,841,0,143,4304,0,35,42,0,Northeast
120,1757,0,0,1023,0,10,2770,0,8,25,0,Northeast
246,3790,0,15,1125,0,83,4910,0,85,59,0,Northeast
280,3265,39,0,1146,0,188,4424,0,66,102,0,Northeast
335,3372,117,22,1614,0,176,4994,0,29,63,0,Northeast
298,1734,52,0,808,0,62,2579,0,13,32,0,Northeast
253,4002,0,4,486,0,151,4491,11,0,0,0,Northeast
233,3301,61,58,356,0,147,3726,0,0,0,0,Northeast
186,3598,29,0,236,0,63,3855,0,0,11,0,Northeast
202,2548,12,0,136,0,84,2612,0,19,0,0,Northeast
242,4512,84,6,232,0,195,4708,0,0,0,0,Northeast
162,2470,56,0,234,0,131,2692,0,11,8,0,Northeast
139,4157,48,0,169,0,157,4256,0,0,9,0,Northeast
347,4324,21,0,417,0,197,4646,22,6,53,0,Northeast
295,2407,0,0,82,0,85,2404,0,47,13,0,Northeast
177,1147,0,5,37,0,125,1064,0,0,0,0,Northeast
1923,4063,232,31,151,0,2681,2895,160,31,14,0,Northeast
354,3152,13,0,82,0,234,3120,0,7,17,0,Northeast
605,3367,117,0,200,0,785,3559,103,9,23,0,Northeast
417,1912,4,0,39,0,347,1849,27,4,4,0,Northeast
218,2091,1,0,26,0,70,2074,0,15,0,0,Northeast
277,3439,0,0,28,0,56,3609,0,0,0,0,Northeast
200,5485,25,0,172,0,350,5666,0,14,0,0,Northeast
111,3024,9,0,59,0,317,2789,0,35,8,0,Northeast
156,2612,32,18,112,0,127,2697,0,0,0,0,Northeast
1036,5469,270,0,578,0,1029,5661,0,35,0,0,Northeast
1563,1155,600,20,101,0,1999,1376,189,0,0,0,Northeast
698,4754,133,23,820,0,475,5308,0,15,34,2,Northeast
0,0,0,0,0,0,0,0,0,0,0,0,Northeast
1048,5827,64,0,18,0,335,5797,0,0,0,0,Northwest
407,2836,1,16,0,0,103,2789,0,0,0,0,Northwest
888,3696,62,0,0,0,398,3513,13,0,0,0,Northwest
1065,3855,18,0,54,0,1186,2933,0,0,9,0,Northwest
1033,3050,0,0,51,0,1221,2288,39,0,0,0,Northwest
1309,4366,148,0,92,0,529,4330,11,12,16,0,Northwest
799,4780,0,0,6,0,120,4794,0,4,0,0,Northwest
1284,4947,295,0,32,0,179,5191,0,0,0,0,Northwest
744,3644,29,0,0,0,165,3594,3,15,0,0,Northwest
490,2134,0,0,0,0,137,2067,0,6,0,0,Northwest
2071,4944,134,0,127,0,713,4805,63,0,42,0,Northwest
1092,2025,30,21,0,0,564,1659,19,0,0,0,Northwest
922,3140,66,12,0,0,206,3062,12,0,0,0,Northwest
1114,2585,2,0,11,0,614,2096,26,0,0,0,Northwest
1069,4260,10,0,65,0,368,4098,20,0,22,0,Northwest
931,3107,0,0,8,0,119,3113,38,0,0,0,Northwest
675,2411,37,0,71,0,313,2350,8,0,31,0,Northwest
1282,1962,33,0,21,19,433,1868,0,0,0,0,Northwest
1104,3741,76,10,0,0,342,3590,29,0,0,0,Northwest
1431,4111,241,0,24,0,303,4285,0,0,0,0,Northwest
869,2906,35,11,36,0,153,3017,0,0,14,0,Northwest
1192,5056,2,0,0,0,89,4998,3,0,0,0,Northwest
1421,3929,191,0,0,0,449,3825,24,0,0,0,Northwest
1225,4704,123,0,83,0,143,4899,0,0,0,0,Northwest
561,2550,32,2,10,0,101,2551,2,0,8,0,Northwest
