individuals_income_below_185_percent_poverty_level,total_population_white,total_population_black_or_african_american,total_population_american_indian_and_alaska_native,total_population_asian,total_population_native_hawaiian_and_other_pacific_islander,total_population_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households_spanish,total_lep_households_other_indo_european_languages,total_lep_households_asian_and_pacific_island_languages,total_lep_households_other_languages,region
394,1839,40,0,490,0,532,2049,0,16,30,0,Northeast
1986,3169,207,0,1365,0,593,4272,0,284,192,0,Northeast
266,2971,16,0,279,0,46,3411,0,0,76,0,Northeast
436,4549,79,0,103,0,138,4631,0,19,11,0,Northeast
596,4455,16,0,811,0,168,5305,16,102,31,0,Northeast
1885,3652,193,0,808,0,1733,4031,116,135,74,0,Northeast
133,1169,14,0,103,0,69,1271,0,92,11,0,Northeast
2422,4082,80,76,1052,49,3153,4159,171,282,25,0,Northeast
864,3919,0,141,1740,0,611,5691,0,188,61,17,Northeast
1336,4739,42,62,637,43,2808,3609,94,57,25,11,Northeast
2745,3039,246,0,929,0,3289,3227,249,168,49,0,Northeast
607,1326,38,28,341,0,1154,1315,105,15,12,0,Northeast
689,5127,131,0,1582,0,204,6694,30,87,65,0,Northeast
124,1138,29,0,75,0,40,1213,0,12,4,4,Northeast
913,5579,154,0,458,34,184,6153,30,253,0,0,Northeast
2058,3183,109,0,910,0,2836,3325,306,209,46,0,Northeast
223,1379,5,0,215,0,36,1619,0,58,12,0,Northeast
866,5048,55,15,1267,13,1326,5530,82,121,78,0,Northeast
694,3411,12,0,1049,0,186,4438,7,181,139,0,Northeast
493,4099,46,33,349,0,337,4473,0,61,27,0,Northeast
913,5074,289,152,551,0,711,5843,0,80,52,0,Northeast
513,5573,14,0,289,0,285,5826,0,11,0,0,Northeast
306,2246,11,12,178,0,63,2412,0,99,0,0,Northeast
596,3987,75,0,581,0,379,4530,52,92,34,0,Northeast
284,3832,76,0,405,0,337,4246,0,48,31,0,Northeast
541,4489,62,0,526,0,939,4478,10,20,22,0,Northeast
398,1604,44,38,161,8,361,1681,9,60,5,0,Northeast
723,4421,29,0,148,23,738,4685,41,165,40,33,Northeast
660,2752,54,0,333,0,785,2775,54,184,8,0,Northeast
670,3669,315,8,352,12,432,3959,7,158,37,0,Northeast
130,1080,2,14,1436,0,105,2500,0,15,33,0,Northeast
1103,4333,21,0,811,0,924,5056,74,115,100,0,Northeast
242,3200,12,0,130,0,98,3318,0,47,23,5,Northeast
318,4643,18,0,186,0,446,4510,12,36,13,0,Northeast
633,4746,62,0,716,0,426,5207,37,27,187,57,Northeast
413,5955,3,0,249,0,215,6149,0,18,0,0,Northeast
538,5553,0,0,139,0,133,5589,0,26,24,0,Northeast
256,5292,79,0,1364,0,0,6908,0,24,30,0,Northeast
578,3348,39,0,415,0,379,3785,47,59,0,0,Northeast
1807,5364,441,0,705,0,1205,6061,20,97,62,0,Northeast
3671,3332,111,159,704,3,6033,3115,467,197,46,0,Northeast
212,4278,6,0,249,0,490,4361,0,9,0,0,Northeast
1628,4884,343,0,741,0,1192,5949,97,35,38,0,Northeast
1517,4742,370,28,984,0,1099,6036,56,124,51,0,Northeast
1775,2811,347,0,448,0,2819,2965,101,114,27,9,Northeast
1466,2115,123,16,410,0,1940,1577,163,37,38,0,Northeast
374,2221,16,0,295,0,279,2487,29,0,30,6,Northeast
643,4926,30,22,664,0,375,5514,0,54,31,0,Northeast
387,3668,93,9,310,0,472,4042,0,38,12,0,Northeast
495,3094,67,0,379,0,157,3530,0,119,26,0,Northeast
144,2549,15,14,61,2,780,2526,0,22,0,0,Northeast
688,3885,60,0,197,0,825,3720,49,87,27,0,Northeast
351,5957,66,0,1047,0,233,6939,0,0,79,0,Northeast
345,3131,109,0,1336,0,283,4505,11,43,122,0,Northeast
160,3153,17,0,520,0,304,3571,0,11,19,0,Northeast
462,4847,37,0,1662,0,345,6623,0,40,51,13,Northeast
778,1675,202,21,1710,0,542,3389,7,43,40,0,Northeast
351,2056,107,0,302,0,219,2455,34,0,16,0,Northeast
578,5941,57,0,1982,146,342,8212,0,34,16,0,Northeast
666,5313,40,0,1407,0,586,6692,0,17,78,0,Northeast
1096,4895,367,0,471,0,2588,4444,13,63,67,0,Northeast
1502,3700,77,63,309,0,2844,2927,97,19,0,17,Northeast
1532,3603,463,0,1534,0,2238,4774,75,43,106,0,Northeast
623,1758,238,56,244,0,1393,1662,74,27,0,0,Northeast
1132,6488,51,7,1860,0,2198,6720,90,17,17,0,Northeast
782,4677,356,0,2236,0,1785,6426,14,11,66,66,Northeast
1252,4653,284,144,721,16,2518,4178,131,0,21,0,Northeast
1934,3690,136,0,330,0,3811,1961,124,0,16,0,Northeast
1119,1134,552,61,441,0,1983,1471,87,0,16,0,Northeast
1849,3898,386,11,683,0,3679,2961,187,11,21,0,Northeast
575,2727,178,0,236,0,565,2871,19,15,12,0,Northeast
477,3727,34,12,956,0,487,4560,23,33,9,6,Northeast
1203,7018,492,50,2687,0,1621,9905,0,170,44,0,Northeast
801,1311,29,0,397,0,1147,1252,97,16,12,0,Northeast
1206,3166,393,31,673,0,3545,2452,100,36,19,0,Northeast
1867,3094,197,5,306,0,4709,1561,73,29,7,0,Northeast
1058,1339,205,5,373,0,1346,1108,142,20,0,0,Northeast
1319,3090,109,0,1695,0,1482,4599,106,68,181,0,Northeast
307,5188,76,0,943,0,491,6175,20,62,75,0,Northeast
667,5532,29,0,1061,0,405,6834,0,101,40,0,Northeast
545,2143,34,0,821,0,427,3002,8,107,23,0,Northeast
367,2892,150,33,2297,0,64,5631,0,45,81,0,Northeast
319,1729,26,0,480,0,128,2177,0,9,34,15,Northeast
421,3561,48,28,662,0,398,4020,0,44,11,0,Northeast
1311,2250,580,0,1501,0,1632,4297,0,64,40,20,Northeast
1091,2249,394,93,866,0,1135,3335,54,101,21,0,Northeast
177,1748,22,0,339,0,390,2051,0,17,15,0,Northeast
1335,3220,265,0,1340,0,1572,4242,32,100,15,0,Northeast
273,2768,175,19,539,0,262,3505,11,8,10,0,Northeast
1963,3516,519,91,2722,0,1405,6288,0,132,52,18,Northeast
504,3225,478,0,1063,0,580,4637,18,31,28,0,Northeast
604,2646,477,21,1968,0,755,5118,0,100,17,0,Northeast
558,2420,0,10,510,0,291,2878,0,37,34,0,Northeast
1294,1343,143,0,830,0,1331,1847,104,93,6,0,Northeast
642,2410,183,56,1676,0,565,4110,0,51,56,0,Northeast
885,4366,141,48,1124,0,787,5250,0,103,62,0,Northeast
1136,3434,392,173,1734,0,1214,5117,16,91,153,0,Northeast
780,4678,127,199,1100,0,995,5486,0,30,61,0,Northeast
889,2548,203,0,269,0,1303,2627,22,24,13,0,Northeast
894,3975,106,0,652,0,1098,4299,0,90,9,0,Northeast
304,1723,90,0,322,0,512,2106,0,15,4,0,Northeast
349,3357,201,0,516,0,19,4137,0,35,0,11,Northeast
1315,4890,85,0,1175,186,712,5921,27,56,49,0,Northeast
447,5708,168,48,249,52,242,6407,0,15,0,0,Northeast
1001,4685,15,0,487,0,620,4683,78,63,0,0,Northeast
211,4725,0,18,73,0,325,4593,0,44,7,18,Northeast
2243,4083,322,77,1082,0,1792,5250,246,370,172,33,Northeast
2200,4404,637,0,738,0,3514,3672,148,124,54,0,Northeast
441,2380,82,0,427,0,163,2780,0,122,10,0,Northeast
1822,3268,629,0,1141,0,2293,3936,296,297,106,0,Northeast
1714,4153,738,0,1145,0,1595,4840,189,137,30,49,Northeast
664,3624,143,0,374,16,238,3940,0,159,34,0,Northeast
660,3995,9,0,278,0,131,4229,0,66,18,0,Northeast
1547,5378,189,24,1078,0,2778,4576,57,319,16,0,Northeast
744,2097,64,7,996,0,499,2795,6,129,25,0,Northeast
424,2790,16,0,722,24,408,3254,0,30,17,0,Northeast
404,3231,121,0,847,0,176,4200,0,83,101,0,Northeast
632,1699,214,0,1037,0,34,3127,0,193,69,19,Northeast
727,1987,9,0,1280,0,244,3478,0,80,24,41,Northeast
574,3116,92,0,482,0,471,3406,36,92,10,66,Northeast
803,4142,57,15,574,0,322,4651,0,128,0,0,Northeast
407,3130,102,0,182,105,292,3379,6,36,16,7,Northeast
358,3749,1,0,75,0,108,3812,0,7,0,8,Northeast
148,4134,39,0,269,0,79,4391,0,19,0,0,Northeast
309,4829,0,0,104,0,282,4719,0,46,11,0,Northeast
133,1844,1,0,43,0,67,1872,0,26,0,0,Northeast
293,2116,21,0,140,0,77,2388,0,39,0,0,Northeast
358,4529,10,0,144,0,237,4556,0,39,7,0,Northeast
515,3342,38,0,575,0,474,3558,0,100,0,10,Northeast
520,4631,1,0,893,0,314,5452,10,66,0,13,Northeast
1546,2635,364,0,2088,0,898,4603,42,179,125,79,Northeast
2392,4231,394,184,2256,0,1211,5893,26,353,150,109,Northeast
1368,3360,102,14,3835,0,1534,6649,0,371,149,57,Northeast
2580,4518,270,0,1963,0,1330,5589,116,386,83,66,Northeast
652,3045,38,0,399,0,727,2914,48,46,0,0,Northeast
742,3721,34,27,658,10,647,4180,38,41,18,12,Northeast
1387,1708,572,94,1114,0,543,3373,32,93,153,27,Northeast
1478,3768,105,0,759,0,1109,3736,67,185,77,16,Northeast
914,4061,229,0,356,0,381,4423,0,100,37,0,Northeast
729,3929,123,0,123,21,875,3751,4,15,0,38,Northeast
631,2296,0,16,93,0,466,2041,0,33,0,0,Northeast
702,1521,187,17,388,0,759,1590,0,44,11,5,Northeast
776,3649,95,76,239,0,1437,3092,26,103,8,15,Northeast
773,2767,14,0,453,0,885,2648,20,69,5,0,Northeast
265,2942,229,29,627,0,256,3665,0,9,7,0,Northeast
905,2021,216,0,1210,0,247,3526,8,133,45,0,Northeast
718,1517,681,12,767,13,308,2722,0,65,91,8,Northeast
1478,2649,343,0,1607,0,541,4515,0,129,101,0,Northeast
1769,2842,497,0,1926,0,834,4862,0,95,62,56,Northeast
431,2494,489,18,346,24,384,3138,0,8,30,11,Northeast
752,2854,828,8,1359,0,532,4781,31,47,43,45,Northeast
1640,3774,578,44,2446,0,997,6814,66,294,159,16,Northeast
2443,4189,598,26,1651,63,1039,5923,0,96,30,168,Northeast
271,1938,73,0,1187,0,374,2984,18,22,23,0,Northeast
1758,2885,396,0,2322,0,668,5540,0,138,167,56,Northeast
1774,3653,88,0,1199,0,774,4454,0,388,117,0,Northeast
249,1725,9,0,639,6,273,2288,13,114,12,5,Northeast
928,2878,61,14,1140,0,325,3768,0,54,7,0,Northeast
719,2077,6,0,1305,0,325,3368,27,88,49,0,Northeast
905,2876,168,0,1034,0,535,4050,0,54,53,43,Northeast
849,2555,4,17,368,0,83,2922,29,158,0,0,Northeast
1712,3572,102,12,1466,0,520,4847,9,127,58,28,Northeast
948,3528,243,0,1560,0,381,5267,0,72,134,0,Northeast
430,2378,78,8,1344,0,323,3606,8,102,35,30,Northeast
365,2650,134,0,1219,0,266,4023,18,88,18,7,Northeast
656,2587,56,0,1109,0,379,3638,0,52,38,0,Northeast
165,1939,8,4,97,0,72,2008,0,5,0,0,Northeast
224,600,5,0,122,0,32,723,0,0,4,0,Northeast
333,2948,62,0,255,0,89,3310,11,0,17,0,Northeast
349,3888,0,0,145,0,136,3991,0,7,12,0,Northeast
157,3240,204,0,146,0,42,3691,0,8,0,0,Northeast
205,2674,221,20,151,0,122,3020,11,0,0,0,Northeast
1956,1181,2397,45,132,0,1069,3332,55,14,9,0,Northeast
2220,2808,300,0,756,0,258,3886,0,16,83,0,Northeast
1751,3360,120,0,1106,0,440,4377,27,14,83,0,Northeast
1040,2763,359,0,719,0,388,3635,15,30,88,0,Northeast
761,1681,1097,0,91,0,763,2338,31,7,0,0,Northeast
544,1815,976,22,90,0,814,2927,0,0,0,0,Northeast
484,1911,147,0,132,0,167,2202,10,0,8,0,Northeast
308,2328,81,0,285,0,309,2525,15,0,0,0,Northeast
715,4335,141,15,285,0,392,4700,82,27,26,0,Northeast
629,2934,717,1,319,0,327,3978,57,0,0,18,Northeast
1879,2713,2287,0,675,0,1201,5227,98,139,24,0,Northeast
1075,2346,1552,0,177,0,1159,3170,46,7,7,0,Northeast
375,1860,786,0,115,0,339,2655,9,38,0,0,Northeast
307,5170,50,0,137,0,118,5363,0,54,0,0,Northeast
981,4903,0,0,146,0,419,4725,0,122,0,0,Northeast
1387,4533,30,0,503,0,500,4710,18,247,38,0,Northeast
1098,3691,53,7,416,0,844,3542,17,253,41,0,Northeast
1605,4264,3,0,248,0,2122,2859,88,227,0,0,Northeast
798,2676,37,108,130,0,1517,2087,86,61,0,0,Northeast
820,4494,79,0,156,0,1294,3948,51,164,0,0,Northeast
1903,5096,363,0,298,0,2121,4254,114,182,32,0,Northeast
592,3539,55,0,237,0,579,3490,14,31,20,0,Northeast
1886,5143,3,0,21,0,1897,4255,87,503,0,36,Northeast
1028,4233,128,0,118,0,1438,3519,12,82,0,0,Northeast
1050,3542,106,56,94,0,3101,1409,137,17,0,5,Northeast
2350,2624,411,77,0,0,3367,787,289,32,0,15,Northeast
1113,3161,65,22,329,0,1766,2711,28,106,0,0,Northeast
625,3620,24,69,122,0,2177,1981,116,37,9,0,Northeast
1189,5200,0,0,104,0,2892,3549,137,147,11,0,Northeast
2042,4675,124,82,406,0,2090,4266,72,428,37,16,Northeast
1691,2322,64,0,186,0,2876,994,136,75,8,0,Northeast
1568,3594,162,40,178,0,3228,2046,113,97,44,0,Northeast
1196,3769,73,56,42,0,2970,1939,71,32,0,0,Northeast
399,4118,425,0,212,0,281,4705,0,55,7,11,Northeast
375,4573,182,0,92,0,245,4837,0,19,0,0,Northeast
626,2911,1336,9,182,0,219,4493,0,0,0,0,Northeast
231,2946,411,0,105,0,216,3510,0,19,0,0,Northeast
536,2801,584,36,377,0,336,3791,54,0,54,0,Northeast
410,1998,350,6,99,0,354,2271,7,0,0,0,Northeast
183,2671,169,0,199,14,106,3082,0,10,0,0,Northeast
676,2058,740,0,139,26,218,2943,0,0,0,0,Northeast
652,1962,915,0,185,0,282,2984,0,7,9,26,Northeast
861,2092,713,0,133,0,342,2874,33,10,28,0,Northeast
717,1993,869,0,206,0,164,3203,35,17,10,10,Northeast
501,1653,521,0,160,0,171,2367,23,13,38,0,Northeast
493,3806,491,0,133,0,353,4293,11,0,11,0,Northeast
492,2826,900,0,78,0,547,3504,18,0,0,0,Northeast
466,2858,997,46,312,0,859,4095,0,0,0,0,Northeast
422,3152,357,0,172,29,478,3784,0,0,10,0,Northeast
1984,802,128,0,0,0,3021,208,174,0,0,0,Northeast
1569,766,168,8,0,0,2788,262,143,0,0,0,Northeast
3671,2415,130,29,0,0,6998,652,338,0,0,0,Northeast
2098,1883,364,8,132,0,5632,788,230,25,0,0,Northeast
2191,1350,71,0,41,0,5143,237,239,0,0,0,Northeast
1794,1508,159,0,0,0,3440,270,215,0,0,0,Northeast
1775,1019,270,0,21,0,3528,372,184,0,0,0,Northeast
1527,615,13,42,0,7,2653,48,173,0,0,0,Northeast
2601,1578,266,21,106,0,4366,607,127,0,0,0,Northeast
3186,2283,163,0,62,0,5541,677,146,0,11,0,Northeast
1688,1865,125,30,8,0,4098,475,153,0,0,0,Northeast
2057,1022,248,0,72,0,3800,437,176,0,0,0,Northeast
3105,2475,225,29,8,0,6247,763,390,9,0,0,Northeast
2641,1709,81,119,17,0,4738,327,361,0,12,0,Northeast
3668,4280,89,15,101,0,6758,1283,409,0,0,0,Northeast
765,2062,159,40,30,0,4793,522,157,0,0,0,Northeast
2132,3299,479,0,86,0,3684,1987,125,11,0,0,Northeast
1461,3246,91,12,278,0,3547,1773,77,37,5,0,Northeast
819,2593,871,28,518,0,3032,2889,104,0,0,0,Northeast
1976,3657,1235,0,39,0,3808,2694,122,128,0,0,Northeast
1002,1530,442,42,94,0,2462,1334,189,10,0,0,Northeast
827,1646,215,57,124,0,3516,991,131,9,0,0,Northeast
2018,3155,205,55,99,0,4866,1731,117,0,0,0,Northeast
692,1954,42,13,121,0,1927,1408,39,9,10,0,Northeast
1661,3479,181,0,96,0,2623,2432,86,0,0,0,Northeast
2395,3574,116,0,50,0,6078,2191,207,0,0,0,Northeast
1058,3959,138,0,43,0,1604,3333,31,14,0,0,Northeast
205,3275,7,31,44,0,612,2983,0,12,0,0,Northeast
704,4281,148,64,248,0,853,4258,15,20,0,0,Northeast
255,1440,0,0,13,0,234,1314,0,0,0,0,Northeast
1032,2535,1515,64,363,0,517,4413,0,0,14,0,Northeast
512,2203,683,0,170,0,183,3022,0,8,0,8,Northeast
1162,3231,1676,14,309,0,557,5025,92,20,22,24,Northeast
951,2481,604,0,152,0,2009,2199,93,67,16,0,Northeast
1567,3110,184,0,23,0,3590,1300,72,23,0,0,Northeast
2268,2708,200,0,0,0,4507,644,367,0,0,0,Northeast
2016,2636,134,43,0,0,3289,927,171,27,0,0,Northeast
2254,2472,146,0,5,0,3440,768,344,10,0,0,Northeast
1613,2221,125,0,109,0,4212,492,346,22,0,0,Northeast
1219,1584,238,0,35,0,2085,724,166,39,0,0,Northeast
1113,2770,1492,27,124,38,1920,3347,69,7,0,0,Northeast
1886,949,3914,0,107,0,1674,4298,117,0,0,0,Northeast
1449,976,3178,12,0,0,1307,3556,72,0,0,0,Northeast
1936,341,4103,0,62,0,273,4484,27,0,0,0,Northeast
638,293,2784,0,0,0,263,2957,0,0,0,0,Northeast
1260,416,3191,35,12,0,923,3291,28,0,0,0,Northeast
1318,517,1930,0,0,0,523,2099,43,0,0,0,Northeast
1311,1534,919,0,2,0,2523,1471,142,0,0,0,Northeast
1340,357,2831,0,74,0,678,2761,30,0,0,0,Northeast
1685,564,3097,15,0,0,747,3205,17,0,0,0,Northeast
1115,816,4113,0,32,0,863,4293,14,0,0,0,Northeast
1251,1067,4437,0,46,0,494,5158,0,7,0,0,Northeast
1035,1429,1963,0,430,0,485,3483,0,0,0,0,Northeast
281,1610,379,0,84,0,592,1737,16,22,6,0,Northeast
653,2437,1528,15,92,0,1177,3363,41,24,4,0,Northeast
1183,1743,2447,0,64,0,2411,3363,94,0,17,0,Northeast
906,1882,867,0,137,0,825,2469,49,11,0,0,Northeast
708,2169,577,0,98,0,514,2617,21,3,0,8,Northeast
442,4093,408,0,275,0,810,4431,0,34,0,0,Northeast
454,4236,328,0,152,0,658,4300,26,0,0,0,Northeast
289,3470,137,0,77,0,679,3061,0,45,0,7,Northeast
460,4585,88,0,151,0,816,4417,23,0,19,0,Northeast
388,3668,115,0,110,0,607,3595,0,43,0,0,Northeast
215,4474,4,0,18,0,99,4437,0,0,0,0,Northeast
1274,3405,293,0,0,0,1901,2207,0,70,0,0,Northeast
1935,4934,195,0,74,0,3487,2904,68,100,0,0,Northeast
378,2284,77,0,23,0,786,1908,28,0,0,0,Northeast
1201,4002,656,46,130,0,1735,3671,79,47,32,0,Northeast
438,2434,658,0,18,0,359,2843,11,0,0,0,Northeast
211,3671,30,0,9,0,107,3638,0,11,0,0,Northeast
291,5319,67,5,89,0,129,5527,18,31,0,0,Northeast
188,5301,87,9,45,0,305,5238,0,0,0,0,Northeast
248,2493,15,31,5,0,127,2459,5,5,0,0,Northeast
169,3236,0,0,62,0,127,3171,0,10,0,0,Northeast
228,1798,27,0,349,0,179,2036,0,0,3,0,Northeast
526,6075,65,0,609,0,348,6545,0,30,0,0,Northeast
961,3466,83,0,37,0,1022,2994,39,10,0,0,Northeast
791,3747,191,0,33,0,875,3263,0,64,8,10,Northeast
684,6362,78,0,392,0,1010,6395,0,27,35,0,Northeast
983,2734,112,0,21,0,1085,2049,89,61,0,0,Northeast
2073,3730,81,0,317,0,3938,1653,246,137,0,0,Northeast
3024,3167,790,20,55,0,4409,1217,319,0,0,24,Northeast
1191,5387,207,0,55,0,1298,4576,0,233,0,63,Northeast
1470,3831,83,0,253,0,1137,3598,11,241,21,43,Northeast
2088,4803,348,29,191,0,1860,3985,26,219,0,10,Northeast
1672,3672,32,0,0,0,775,3158,33,202,0,67,Northeast
1844,1698,2603,0,100,0,641,3984,39,45,0,8,Northeast
1074,3513,171,0,32,0,612,3234,46,113,11,13,Northeast
1429,4504,22,0,18,0,4100,2534,116,35,0,0,Northeast
1079,2803,30,5,13,0,2229,1633,24,96,3,0,Northeast
1475,4794,169,273,89,0,1966,3486,66,124,0,38,Northeast
951,4082,370,0,109,0,2273,2803,93,104,0,0,Northeast
1356,3721,316,46,100,0,1321,3441,6,139,0,27,Northeast
1331,4699,61,0,0,0,1769,3536,63,137,0,55,Northeast
1412,3549,5,0,91,0,1450,3194,60,108,7,63,Northeast
1132,3519,84,0,70,0,1465,2890,39,45,0,0,Northeast
2664,2170,3049,30,0,0,2752,3575,48,0,0,0,Northeast
2385,2517,1912,54,1,0,2778,2692,74,44,0,0,Northeast
1254,368,3291,0,0,0,383,3498,81,0,0,0,Northeast
730,89,2827,0,0,0,11,2981,11,24,0,0,Northeast
1086,56,1662,0,0,0,23,1769,6,0,0,0,Northeast
765,2099,1936,20,63,0,623,3778,16,0,0,0,Northeast
568,3698,859,0,0,0,531,4088,0,8,0,0,Northeast
1011,3395,1581,0,2,0,989,4373,11,10,0,0,Northeast
712,3805,735,0,98,0,557,4321,41,0,0,0,Northeast
1232,3978,47,8,37,0,1120,3152,36,0,0,0,Northeast
932,3669,246,0,20,7,750,3559,19,36,0,0,Northeast
766,2801,650,0,257,0,1130,3120,20,53,83,0,Northeast
529,3228,103,0,45,0,1037,2928,0,0,0,0,Northeast
1129,3330,0,10,34,0,718,2821,0,70,9,5,Northeast
1185,3244,128,0,170,0,768,3090,13,76,7,37,Northeast
2456,5163,213,46,85,0,1313,4636,0,123,0,62,Northeast
854,3696,339,1,53,0,868,3377,23,48,0,0,Northeast
570,4399,42,0,53,0,1066,3665,25,98,0,7,Northeast
2213,4770,669,0,1050,0,1165,5921,0,114,17,18,Northeast
1191,3336,435,0,89,0,1336,3188,171,39,24,0,Northeast
803,3073,365,0,51,0,717,2940,18,26,0,0,Northeast
566,2425,234,0,177,0,797,2350,17,55,0,0,Northeast
713,3182,158,0,79,0,712,2776,0,7,8,0,Northeast
369,1742,42,0,21,0,408,1513,15,61,0,8,Northeast
2855,4360,1030,0,154,0,1233,4830,0,116,0,0,Northeast
1774,5196,291,14,141,13,561,5338,0,137,0,112,Northeast
1631,3886,252,0,48,9,404,3976,9,59,0,46,Northeast
762,3155,31,0,0,0,470,3093,48,34,0,0,Northeast
823,4213,232,0,134,0,1096,3714,37,17,0,0,Northeast
1557,3183,2126,22,52,0,916,4833,18,0,0,0,Northeast
1010,3358,777,0,0,0,1158,3337,0,32,0,0,Northeast
1416,3932,1355,0,78,0,1732,4315,0,16,0,4,Northeast
1943,2356,1044,7,18,0,2362,2565,68,9,0,0,Northeast
1488,3286,698,73,15,0,1843,2750,49,0,0,0,Northeast
1077,5530,117,0,131,0,529,5451,0,34,0,0,Northeast
1255,1064,795,77,0,0,1434,879,78,0,0,0,Northeast
268,3393,36,0,94,0,378,3298,0,29,10,0,Northeast
638,3540,160,0,56,0,198,3662,0,0,11,0,Northeast
1483,4722,824,0,248,0,849,5299,37,205,14,42,Northeast
3124,7744,89,15,622,0,1796,6814,127,348,83,78,Northeast
713,3709,126,13,38,0,503,3387,0,130,0,0,Northeast
1613,3970,277,0,24,0,871,3566,0,69,0,33,Northeast
567,4811,126,0,183,0,513,5017,0,41,0,0,Northeast
1313,6195,0,0,126,0,450,5921,0,271,10,46,Northeast
625,2630,32,0,103,0,419,2497,0,108,12,0,Northeast
1083,3270,116,14,95,0,467,3270,0,91,0,0,Northeast
257,3396,28,0,167,13,74,3656,0,61,0,0,Northeast
671,4165,49,0,0,0,281,4082,0,0,0,0,Northeast
565,3846,1,64,45,0,51,3913,7,0,0,0,Northeast
1010,5742,0,42,133,0,354,5614,0,92,14,0,Northeast
1333,4913,144,18,221,0,221,5075,0,97,0,0,Northeast
393,5438,23,8,117,0,298,5451,9,89,0,0,Northeast
402,4445,37,0,172,0,208,4520,9,68,11,0,Northeast
795,6073,45,0,226,0,563,6123,34,31,21,10,Northeast
879,6292,189,0,139,0,555,6284,15,89,0,0,Northeast
867,6125,335,0,117,0,619,6198,53,59,0,0,Northeast
1816,6312,818,0,698,0,921,7103,0,24,0,0,Northeast
1327,6150,146,0,349,24,826,6196,15,167,9,0,Northeast
331,4516,262,0,348,0,167,5019,10,91,13,0,Northeast
655,3322,277,0,161,0,332,3460,0,38,16,0,Northeast
1175,4425,619,0,237,0,648,4725,42,33,20,63,Northeast
886,7953,80,0,1165,0,565,8888,8,0,15,49,Northeast
666,5013,58,0,392,0,373,5282,28,36,0,0,Northeast
860,8103,44,0,462,0,506,8301,0,15,0,0,Northeast
378,2970,11,0,131,0,289,2842,0,45,14,0,Northeast
676,6003,247,0,186,0,436,6090,0,32,0,0,Northeast
1171,6748,163,0,70,0,650,6698,0,37,0,88,Northeast
2510,494,4093,0,12,0,246,4433,8,0,0,0,Northeast
689,1116,559,0,7,12,234,1488,0,0,0,0,Northeast
848,5992,591,0,214,22,571,6476,17,15,0,0,Northeast
723,5246,433,0,578,0,688,5636,0,89,0,28,Northeast
696,6267,171,0,41,0,682,6215,19,20,0,0,Northeast
1091,3646,190,0,99,0,387,3766,10,0,0,22,Northeast
725,4032,198,0,58,0,599,3945,12,0,0,0,Northeast
1462,5331,464,0,352,0,1040,5450,27,0,0,0,Northeast
1013,3562,258,0,6,0,1188,2934,26,6,0,0,Northeast
1575,4099,658,74,48,0,1699,3626,54,35,0,0,Northeast
3820,4745,1995,105,149,0,4237,3536,101,0,0,0,Northeast
1600,948,2154,0,4,0,750,2645,26,4,0,0,Northeast
1193,3332,382,0,438,0,776,3992,42,0,14,0,Northeast
413,1588,340,0,33,0,812,1368,30,5,0,0,Northeast
874,5177,893,0,377,0,733,5852,0,0,0,58,Northeast
606,3616,200,16,38,0,506,3504,32,32,0,18,Northeast
584,3778,0,0,122,0,958,3380,81,0,0,0,Northeast
1059,4710,203,0,325,0,558,4711,17,0,0,0,Northeast
1701,520,5020,47,37,0,39,5587,0,9,0,0,Northeast
1908,797,5247,0,90,0,4,6269,0,0,0,0,Northeast
1048,270,3166,0,0,0,67,3409,0,0,0,0,Northeast
2454,185,5349,0,210,0,22,5738,6,0,0,0,Northeast
2511,844,3959,0,102,0,469,4765,30,0,0,0,Northeast
1364,1106,2479,5,12,0,994,2896,91,0,0,0,Northeast
910,267,3083,0,7,0,114,3263,0,0,0,0,Northeast
2599,653,5664,172,0,0,574,5915,123,0,0,0,Northeast
2338,689,5315,0,0,0,425,5753,24,28,0,0,Northeast
1320,1020,2321,0,0,0,800,2668,126,0,0,24,Northeast
1443,1171,1551,0,0,0,1085,1838,24,0,0,0,Northeast
2792,2333,3311,0,0,0,1440,4346,38,0,0,14,Northeast
978,412,2655,0,0,0,41,3035,0,0,0,0,Northeast
2911,1958,3644,0,0,0,1235,4526,76,0,0,0,Northeast
1382,385,3325,0,24,0,284,3580,92,6,0,0,Northeast
1583,207,4041,0,0,0,31,4260,0,0,0,0,Northeast
1481,85,2578,0,0,0,0,2773,0,0,0,0,Northeast
1216,95,3840,12,14,0,46,3915,9,0,7,0,Northeast
1885,238,4411,0,66,0,185,4687,0,0,0,0,Northeast
2646,381,5427,0,41,0,157,5874,0,0,0,0,Northeast
2707,474,5068,0,16,0,430,5458,11,0,0,0,Northeast
2665,361,4692,34,0,0,106,4999,0,0,0,0,Northeast
2360,1937,2475,0,0,0,2135,3040,53,0,0,0,Northeast
1198,316,1243,0,0,0,516,1306,27,0,0,0,Northeast
993,226,1399,0,0,0,222,1403,0,0,0,0,Northeast
2349,106,3545,0,8,0,293,3671,7,0,0,0,Northeast
1412,239,1966,0,116,0,243,2191,0,0,7,0,Northeast
1425,1179,2753,0,0,0,1082,3073,49,5,0,0,Northeast
1682,325,1552,0,235,0,377,2172,14,0,0,0,Northeast
2129,366,3102,0,54,0,691,3178,72,0,0,0,Northeast
