"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C02_001E","S1602_C02_001M","S1602_C02_002E","S1602_C02_002M","S1602_C02_003E","S1602_C02_003M","S1602_C02_004E","S1602_C02_004M","S1602_C02_005E","S1602_C02_005M","S1602_C03_001E","S1602_C03_001M","S1602_C03_002E","S1602_C03_002M","S1602_C03_003E","S1602_C03_003M","S1602_C03_004E","S1602_C03_004M","S1602_C03_005E","S1602_C03_005M","S1602_C04_001E","S1602_C04_001M","S1602_C04_002E","S1602_C04_002M","S1602_C04_003E","S1602_C04_003M","S1602_C04_004E","S1602_C04_004M","S1602_C04_005E","S1602_C04_005M"
"id","Geographic Area Name","Estimate!!Total!!All households","Margin of Error!!Total!!All households","Estimate!!Total!!All households!!Households speaking --!!Spanish","Margin of Error!!Total!!All households!!Households speaking --!!Spanish","Estimate!!Total!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Total!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Total!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Total!!All households!!Households speaking --!!Other languages","Margin of Error!!Total!!All households!!Households speaking --!!Other languages","Estimate!!Percent!!All households","Margin of Error!!Percent!!All households","Estimate!!Percent!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent!!All households!!Households speaking --!!Spanish","Estimate!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent!!All households!!Households speaking --!!Other languages","Estimate!!Limited English-speaking households!!All households","Margin of Error!!Limited English-speaking households!!All households","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Limited English-speaking households!!All households!!Households speaking --!!Other languages","Estimate!!Percent limited English-speaking households!!All households","Margin of Error!!Percent limited English-speaking households!!All households","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Spanish","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other Indo-European languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Asian and Pacific Island languages","Estimate!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages","Margin of Error!!Percent limited English-speaking households!!All households!!Households speaking --!!Other languages"
"1400000US17167001004","Census Tract 10.04, Sangamon County, Illinois","2473","150","80","73","74","73","17","28","69","85","(X)","(X)","3.2","2.9","3.0","2.9","0.7","1.1","2.8","3.4","17","28","0","11","0","11","17","28","0","11","0.7","1.1","0.0","30.3","0.0","32.0","100.0","69.1","0.0","33.6"
"1400000US17167001100","Census Tract 11, Sangamon County, Illinois","1163","66","54","58","35","36","0","11","0","11","(X)","(X)","4.6","4.9","3.0","3.0","0.0","2.5","0.0","2.5","0","11","0","11","0","11","0","11","0","11","0.0","2.5","0.0","38.8","0.0","48.2","-","**","-","**"
"1400000US17167001200","Census Tract 12, Sangamon County, Illinois","1703","115","118","88","39","51","33","30","0","11","(X)","(X)","6.9","5.2","2.3","3.0","1.9","1.8","0.0","1.7","21","25","0","11","0","11","21","25","0","11","1.2","1.5","0.0","22.2","0.0","45.6","63.6","46.3","-","**"
"1400000US17167001300","Census Tract 13, Sangamon County, Illinois","993","107","33","35","37","38","9","11","0","11","(X)","(X)","3.3","3.6","3.7","3.9","0.9","1.1","0.0","3.0","0","11","0","11","0","11","0","11","0","11","0.0","3.0","0.0","49.6","0.0","46.8","0.0","95.0","-","**"
"1400000US17167001400","Census Tract 14, Sangamon County, Illinois","514","66","4","6","47","34","5","8","0","11","(X)","(X)","0.8","1.1","9.1","6.5","1.0","1.4","0.0","5.7","16","25","0","11","16","25","0","11","0","11","3.1","4.9","0.0","100.0","34.0","52.9","0.0","100.0","-","**"
"1400000US17167001500","Census Tract 15, Sangamon County, Illinois","350","43","4","6","0","11","0","11","5","7","(X)","(X)","1.1","1.7","0.0","8.2","0.0","8.2","1.4","2.1","0","11","0","11","0","11","0","11","0","11","0.0","8.2","0.0","100.0","-","**","-","**","0.0","100.0"
"1400000US17167001600","Census Tract 16, Sangamon County, Illinois","1347","122","117","76","0","11","0","11","0","11","(X)","(X)","8.7","5.5","0.0","2.2","0.0","2.2","0.0","2.2","0","11","0","11","0","11","0","11","0","11","0.0","2.2","0.0","22.4","-","**","-","**","-","**"
"1400000US17167001700","Census Tract 17, Sangamon County, Illinois","333","41","0","11","10","15","9","10","0","11","(X)","(X)","0.0","8.6","3.0","4.5","2.7","3.1","0.0","8.6","0","11","0","11","0","11","0","11","0","11","0.0","8.6","-","**","0.0","90.1","0.0","95.0","-","**"
"1400000US17167001800","Census Tract 18, Sangamon County, Illinois","1008","133","0","11","36","28","0","11","44","38","(X)","(X)","0.0","2.9","3.6","2.8","0.0","2.9","4.4","3.7","0","11","0","11","0","11","0","11","0","11","0.0","2.9","-","**","0.0","47.5","-","**","0.0","43.0"
"1400000US17167001900","Census Tract 19, Sangamon County, Illinois","1638","151","141","85","27","43","13","18","17","26","(X)","(X)","8.6","5.2","1.6","2.6","0.8","1.1","1.0","1.6","21","28","0","11","0","11","4","8","17","26","1.3","1.7","0.0","19.0","0.0","54.8","30.8","65.9","100.0","69.1"
"1400000US17167002000","Census Tract 20, Sangamon County, Illinois","2820","136","37","32","165","75","68","82","62","105","(X)","(X)","1.3","1.2","5.9","2.7","2.4","2.9","2.2","3.7","17","25","0","16","17","25","0","16","0","16","0.6","0.9","0.0","46.8","10.3","14.6","0.0","33.9","0.0","36.0"
"1400000US17167002100","Census Tract 21, Sangamon County, Illinois","1642","108","61","42","39","30","26","30","53","62","(X)","(X)","3.7","2.5","2.4","1.8","1.6","1.9","3.2","3.7","11","18","0","11","0","11","0","11","11","18","0.7","1.1","0.0","36.3","0.0","45.6","0.0","55.9","20.8","29.8"
"1400000US17167002200","Census Tract 22, Sangamon County, Illinois","1487","95","34","28","14","17","8","13","0","11","(X)","(X)","2.3","1.9","0.9","1.1","0.5","0.8","0.0","2.0","7","11","7","11","0","11","0","11","0","11","0.5","0.7","20.6","33.7","0.0","76.1","0.0","100.0","-","**"
"1400000US17167002300","Census Tract 23, Sangamon County, Illinois","810","92","61","44","12","14","5","9","0","11","(X)","(X)","7.5","5.2","1.5","1.7","0.6","1.1","0.0","3.6","0","11","0","11","0","11","0","11","0","11","0.0","3.6","0.0","36.3","0.0","82.3","0.0","100.0","-","**"
"1400000US17167002400","Census Tract 24, Sangamon County, Illinois","1307","113","25","30","0","11","0","11","0","11","(X)","(X)","1.9","2.2","0.0","2.3","0.0","2.3","0.0","2.3","0","11","0","11","0","11","0","11","0","11","0.0","2.3","0.0","57.0","-","**","-","**","-","**"
"1400000US17167002500","Census Tract 25, Sangamon County, Illinois","2327","156","131","108","22","26","19","25","20","29","(X)","(X)","5.6","4.6","0.9","1.1","0.8","1.1","0.9","1.2","0","16","0","16","0","16","0","16","0","16","0.0","1.3","0.0","20.3","0.0","60.7","0.0","65.4","0.0","63.7"
"1400000US17167002600","Census Tract 26, Sangamon County, Illinois","1202","74","0","11","22","37","0","11","0","11","(X)","(X)","0.0","2.5","1.8","3.1","0.0","2.5","0.0","2.5","0","11","0","11","0","11","0","11","0","11","0.0","2.5","-","**","0.0","60.7","-","**","-","**"
"1400000US17167002700","Census Tract 27, Sangamon County, Illinois","1560","100","43","30","7","8","10","16","0","11","(X)","(X)","2.8","1.9","0.4","0.5","0.6","1.0","0.0","1.9","4","6","4","6","0","11","0","11","0","11","0.3","0.4","9.3","14.0","0.0","100.0","0.0","90.1","-","**"
"1400000US17167002801","Census Tract 28.01, Sangamon County, Illinois","1415","124","29","34","47","32","50","40","0","11","(X)","(X)","2.0","2.4","3.3","2.3","3.5","2.7","0.0","2.1","7","11","0","11","0","11","7","11","0","11","0.5","0.8","0.0","52.9","0.0","41.6","14.0","24.5","-","**"
"1400000US17167002802","Census Tract 28.02, Sangamon County, Illinois","1750","101","53","43","196","84","58","46","33","32","(X)","(X)","3.0","2.5","11.2","4.6","3.3","2.7","1.9","1.8","43","58","6","10","37","56","0","11","0","11","2.5","3.3","11.3","18.2","18.9","27.8","0.0","37.4","0.0","49.6"
"1400000US17167002900","Census Tract 29, Sangamon County, Illinois","2139","133","12","18","36","37","83","70","0","16","(X)","(X)","0.6","0.8","1.7","1.7","3.9","3.3","0.0","1.4","25","30","12","18","13","22","0","16","0","16","1.2","1.4","100.0","82.2","36.1","49.0","0.0","29.5","-","**"
"1400000US17167003000","Census Tract 30, Sangamon County, Illinois","2177","153","192","111","0","16","155","70","0","16","(X)","(X)","8.8","5.0","0.0","1.4","7.1","3.2","0.0","1.4","19","29","0","16","0","16","19","29","0","16","0.9","1.3","0.0","14.4","-","**","12.3","17.5","-","**"
"1400000US17167003100","Census Tract 31, Sangamon County, Illinois","3032","180","25","29","60","44","70","59","39","45","(X)","(X)","0.8","0.9","2.0","1.5","2.3","1.9","1.3","1.5","0","16","0","16","0","16","0","16","0","16","0.0","1.0","0.0","57.0","0.0","36.7","0.0","33.3","0.0","45.6"
"1400000US17167003201","Census Tract 32.01, Sangamon County, Illinois","1915","88","33","25","24","28","68","39","0","11","(X)","(X)","1.7","1.3","1.3","1.5","3.6","2.1","0.0","1.6","24","22","7","11","9","14","8","13","0","11","1.3","1.2","21.2","33.8","37.5","56.4","11.8","19.3","-","**"
"1400000US17167003202","Census Tract 32.02, Sangamon County, Illinois","1668","133","83","62","48","30","0","11","0","11","(X)","(X)","5.0","3.7","2.9","1.8","0.0","1.8","0.0","1.8","11","17","11","17","0","11","0","11","0","11","0.7","1.0","13.3","23.2","0.0","41.1","-","**","-","**"
"1400000US17167003203","Census Tract 32.03, Sangamon County, Illinois","2155","139","23","27","50","43","38","33","0","16","(X)","(X)","1.1","1.2","2.3","2.0","1.8","1.5","0.0","1.4","10","18","0","16","0","16","10","18","0","16","0.5","0.8","0.0","59.4","0.0","40.3","26.3","40.4","-","**"
"1400000US17167003300","Census Tract 33, Sangamon County, Illinois","1892","115","35","21","7","10","7","10","0","11","(X)","(X)","1.8","1.1","0.4","0.5","0.4","0.5","0.0","1.6","0","11","0","11","0","11","0","11","0","11","0.0","1.6","0.0","48.2","0.0","100.0","0.0","100.0","-","**"
"1400000US17167003400","Census Tract 34, Sangamon County, Illinois","2420","194","7","11","61","71","0","16","0","16","(X)","(X)","0.3","0.5","2.5","2.9","0.0","1.2","0.0","1.2","0","16","0","16","0","16","0","16","0","16","0.0","1.2","0.0","100.0","0.0","36.3","-","**","-","**"
"1400000US17167003500","Census Tract 35, Sangamon County, Illinois","2088","126","43","38","35","32","13","15","0","16","(X)","(X)","2.1","1.8","1.7","1.5","0.6","0.7","0.0","1.4","0","16","0","16","0","16","0","16","0","16","0.0","1.4","0.0","43.5","0.0","48.2","0.0","79.0","-","**"
"1400000US17167003601","Census Tract 36.01, Sangamon County, Illinois","1116","85","0","11","0","11","19","22","0","11","(X)","(X)","0.0","2.6","0.0","2.6","1.7","2.0","0.0","2.6","0","11","0","11","0","11","0","11","0","11","0.0","2.6","-","**","-","**","0.0","65.4","-","**"
"1400000US17167003602","Census Tract 36.02, Sangamon County, Illinois","1794","111","31","31","43","53","31","30","12","20","(X)","(X)","1.7","1.7","2.4","3.0","1.7","1.7","0.7","1.1","0","11","0","11","0","11","0","11","0","11","0.0","1.7","0.0","51.2","0.0","43.5","0.0","51.2","0.0","82.3"
"1400000US17167003603","Census Tract 36.03, Sangamon County, Illinois","2261","98","31","24","74","57","17","21","13","20","(X)","(X)","1.4","1.1","3.3","2.5","0.8","0.9","0.6","0.9","0","16","0","16","0","16","0","16","0","16","0.0","1.3","0.0","51.2","0.0","32.0","0.0","69.1","0.0","79.0"
"1400000US17167003604","Census Tract 36.04, Sangamon County, Illinois","2224","141","12","18","48","40","65","33","0","11","(X)","(X)","0.5","0.8","2.2","1.8","2.9","1.5","0.0","1.3","30","33","0","11","0","11","30","33","0","11","1.3","1.5","0.0","82.3","0.0","41.1","46.2","42.9","-","**"
"1400000US17167003700","Census Tract 37, Sangamon County, Illinois","3357","145","30","32","15","23","0","16","0","16","(X)","(X)","0.9","0.9","0.4","0.7","0.0","0.9","0.0","0.9","0","16","0","16","0","16","0","16","0","16","0.0","0.9","0.0","52.0","0.0","73.6","-","**","-","**"
"1400000US17167003801","Census Tract 38.01, Sangamon County, Illinois","967","98","0","11","13","17","27","31","0","11","(X)","(X)","0.0","3.1","1.3","1.8","2.8","3.2","0.0","3.1","22","29","0","11","0","11","22","29","0","11","2.3","3.0","-","**","0.0","79.0","81.5","37.5","-","**"
"1400000US17167003802","Census Tract 38.02, Sangamon County, Illinois","2492","197","59","75","70","56","0","16","0","16","(X)","(X)","2.4","3.0","2.8","2.2","0.0","1.2","0.0","1.2","18","28","0","16","18","28","0","16","0","16","0.7","1.1","0.0","37.0","25.7","34.3","-","**","-","**"
"1400000US17167003901","Census Tract 39.01, Sangamon County, Illinois","1848","89","57","49","31","38","0","16","0","16","(X)","(X)","3.1","2.7","1.7","2.1","0.0","1.6","0.0","1.6","8","12","0","16","8","12","0","16","0","16","0.4","0.7","0.0","37.7","25.8","52.9","-","**","-","**"
"1400000US17167003902","Census Tract 39.02, Sangamon County, Illinois","1513","104","34","29","14","22","0","11","0","11","(X)","(X)","2.2","1.9","0.9","1.5","0.0","2.0","0.0","2.0","0","11","0","11","0","11","0","11","0","11","0.0","2.0","0.0","48.9","0.0","76.1","-","**","-","**"
"1400000US17167004000","Census Tract 40, Sangamon County, Illinois","1789","90","17","16","33","21","6","11","0","11","(X)","(X)","1.0","0.9","1.8","1.2","0.3","0.6","0.0","1.7","0","11","0","11","0","11","0","11","0","11","0.0","1.7","0.0","69.1","0.0","49.6","0.0","100.0","-","**"
"1400000US17169970100","Census Tract 9701, Schuyler County, Illinois","703","79","15","16","0","11","0","11","0","11","(X)","(X)","2.1","2.2","0.0","4.2","0.0","4.2","0.0","4.2","0","11","0","11","0","11","0","11","0","11","0.0","4.2","0.0","73.6","-","**","-","**","-","**"
"1400000US17169970200","Census Tract 9702, Schuyler County, Illinois","1380","159","0","11","130","65","0","11","0","11","(X)","(X)","0.0","2.1","9.4","4.6","0.0","2.1","0.0","2.1","120","63","0","11","120","63","0","11","0","11","8.7","4.5","-","**","92.3","10.8","-","**","-","**"
"1400000US17169970300","Census Tract 9703, Schuyler County, Illinois","692","79","0","11","0","11","4","6","0","11","(X)","(X)","0.0","4.2","0.0","4.2","0.6","0.9","0.0","4.2","0","11","0","11","0","11","0","11","0","11","0.0","4.2","-","**","-","**","0.0","100.0","-","**"
"1400000US17171970600","Census Tract 9706, Scott County, Illinois","663","52","6","8","9","11","6","7","0","11","(X)","(X)","0.9","1.2","1.4","1.6","0.9","1.0","0.0","4.4","4","6","0","11","0","11","4","6","0","11","0.6","0.8","0.0","100.0","0.0","95.0","66.7","56.1","-","**"
"1400000US17171970700","Census Tract 9707, Scott County, Illinois","1276","79","17","12","8","6","0","11","0","11","(X)","(X)","1.3","0.9","0.6","0.5","0.0","2.3","0.0","2.3","0","11","0","11","0","11","0","11","0","11","0.0","2.3","0.0","69.1","0.0","100.0","-","**","-","**"
"1400000US17173959100","Census Tract 9591, Shelby County, Illinois","1503","79","9","9","5","7","0","11","0","11","(X)","(X)","0.6","0.6","0.3","0.5","0.0","2.0","0.0","2.0","3","7","3","7","0","11","0","11","0","11","0.2","0.5","33.3","54.2","0.0","100.0","-","**","-","**"
"1400000US17173959200","Census Tract 9592, Shelby County, Illinois","1241","117","0","11","11","15","0","11","0","11","(X)","(X)","0.0","2.4","0.9","1.2","0.0","2.4","0.0","2.4","0","11","0","11","0","11","0","11","0","11","0.0","2.4","-","**","0.0","85.9","-","**","-","**"
"1400000US17173959300","Census Tract 9593, Shelby County, Illinois","2189","162","0","11","20","33","0","11","0","11","(X)","(X)","0.0","1.4","0.9","1.5","0.0","1.4","0.0","1.4","0","11","0","11","0","11","0","11","0","11","0.0","1.4","-","**","0.0","63.7","-","**","-","**"
"1400000US17173959400","Census Tract 9594, Shelby County, Illinois","1368","78","0","11","3","6","0","11","0","11","(X)","(X)","0.0","2.2","0.2","0.4","0.0","2.2","0.0","2.2","0","11","0","11","0","11","0","11","0","11","0.0","2.2","-","**","0.0","100.0","-","**","-","**"
"1400000US17173959500","Census Tract 9595, Shelby County, Illinois","1540","92","20","20","5","5","23","19","0","11","(X)","(X)","1.3","1.3","0.3","0.3","1.5","1.2","0.0","1.9","0","11","0","11","0","11","0","11","0","11","0.0","1.9","0.0","63.7","0.0","100.0","0.0","59.4","-","**"
"1400000US17173959600","Census Tract 9596, Shelby County, Illinois","1348","93","19","15","1","2","4","6","0","11","(X)","(X)","1.4","1.1","0.1","0.2","0.3","0.4","0.0","2.2","0","11","0","11","0","11","0","11","0","11","0.0","2.2","0.0","65.4","0.0","100.0","0.0","100.0","-","**"
"1400000US17175951400","Census Tract 9514, Stark County, Illinois","1238","80","13","18","17","13","5","5","0","11","(X)","(X)","1.1","1.4","1.4","1.0","0.4","0.4","0.0","2.4","1","4","1","4","0","11","0","11","0","11","0.1","0.3","7.7","34.9","0.0","69.1","0.0","100.0","-","**"
"1400000US17175951500","Census Tract 9515, Stark County, Illinois","1077","73","32","21","2","3","5","7","0","11","(X)","(X)","3.0","2.0","0.2","0.3","0.5","0.6","0.0","2.7","0","11","0","11","0","11","0","11","0","11","0.0","2.7","0.0","50.4","0.0","100.0","0.0","100.0","-","**"
"1400000US17177000100","Census Tract 1, Stephenson County, Illinois","1783","101","38","24","75","42","0","11","0","11","(X)","(X)","2.1","1.4","4.2","2.3","0.0","1.7","0.0","1.7","0","11","0","11","0","11","0","11","0","11","0.0","1.7","0.0","46.2","0.0","31.7","-","**","-","**"
"1400000US17177000200","Census Tract 2, Stephenson County, Illinois","1324","93","21","18","29","18","3","5","0","11","(X)","(X)","1.6","1.3","2.2","1.4","0.2","0.4","0.0","2.2","9","16","9","16","0","11","0","11","0","11","0.7","1.2","42.9","50.3","0.0","52.9","0.0","100.0","-","**"
"1400000US17177000300","Census Tract 3, Stephenson County, Illinois","1660","100","58","59","7","11","24","25","12","18","(X)","(X)","3.5","3.5","0.4","0.7","1.4","1.5","0.7","1.1","58","58","46","56","0","11","12","20","0","11","3.5","3.4","79.3","35.4","0.0","100.0","50.0","50.0","0.0","82.3"
"1400000US17177000400","Census Tract 4, Stephenson County, Illinois","1143","75","14","12","6","8","6","8","0","11","(X)","(X)","1.2","1.1","0.5","0.7","0.5","0.7","0.0","2.6","5","7","5","7","0","11","0","11","0","11","0.4","0.6","35.7","45.6","0.0","100.0","0.0","100.0","-","**"
"1400000US17177000500","Census Tract 5, Stephenson County, Illinois","1349","68","24","26","16","18","0","11","0","11","(X)","(X)","1.8","2.0","1.2","1.3","0.0","2.2","0.0","2.2","0","11","0","11","0","11","0","11","0","11","0.0","2.2","0.0","58.2","0.0","71.2","-","**","-","**"
"1400000US17177000600","Census Tract 6, Stephenson County, Illinois","1402","71","3","5","1","3","0","11","0","11","(X)","(X)","0.2","0.4","0.1","0.2","0.0","2.1","0.0","2.1","0","11","0","11","0","11","0","11","0","11","0.0","2.1","0.0","100.0","0.0","100.0","-","**","-","**"
"1400000US17177000700","Census Tract 7, Stephenson County, Illinois","822","84","15","16","9","11","0","11","0","11","(X)","(X)","1.8","1.9","1.1","1.3","0.0","3.6","0.0","3.6","0","11","0","11","0","11","0","11","0","11","0.0","3.6","0.0","73.6","0.0","95.0","-","**","-","**"
"1400000US17177000800","Census Tract 8, Stephenson County, Illinois","1296","145","27","29","14","17","0","11","0","11","(X)","(X)","2.1","2.3","1.1","1.3","0.0","2.3","0.0","2.3","0","11","0","11","0","11","0","11","0","11","0.0","2.3","0.0","54.8","0.0","76.1","-","**","-","**"
"1400000US17177000900","Census Tract 9, Stephenson County, Illinois","2292","174","14","23","0","11","57","44","0","11","(X)","(X)","0.6","1.0","0.0","1.3","2.5","1.9","0.0","1.3","0","11","0","11","0","11","0","11","0","11","0.0","1.3","0.0","76.1","-","**","0.0","37.7","-","**"
"1400000US17177001000","Census Tract 10, Stephenson County, Illinois","1967","113","47","39","9","14","5","7","0","11","(X)","(X)","2.4","2.0","0.5","0.7","0.3","0.4","0.0","1.5","0","11","0","11","0","11","0","11","0","11","0.0","1.5","0.0","41.6","0.0","95.0","0.0","100.0","-","**"
"1400000US17177001100","Census Tract 11, Stephenson County, Illinois","1628","100","66","57","30","27","30","37","0","11","(X)","(X)","4.1","3.5","1.8","1.6","1.8","2.3","0.0","1.8","0","11","0","11","0","11","0","11","0","11","0.0","1.8","0.0","34.6","0.0","52.0","0.0","52.0","-","**"
"1400000US17177001200","Census Tract 12, Stephenson County, Illinois","1511","134","157","94","28","33","5","9","0","11","(X)","(X)","10.4","6.3","1.9","2.1","0.3","0.6","0.0","2.0","5","9","0","11","0","11","5","9","0","11","0.3","0.6","0.0","17.3","0.0","53.8","100.0","100.0","-","**"
"1400000US17177001300","Census Tract 13, Stephenson County, Illinois","1562","139","73","64","11","17","9","12","0","11","(X)","(X)","4.7","4.1","0.7","1.1","0.6","0.8","0.0","1.9","9","12","0","11","0","11","9","12","0","11","0.6","0.8","0.0","32.3","0.0","85.9","100.0","95.0","-","**"
"1400000US17179020100","Census Tract 201, Tazewell County, Illinois","1141","108","7","11","9","15","0","11","0","11","(X)","(X)","0.6","1.0","0.8","1.3","0.0","2.6","0.0","2.6","0","11","0","11","0","11","0","11","0","11","0.0","2.6","0.0","100.0","0.0","95.0","-","**","-","**"
"1400000US17179020301","Census Tract 203.01, Tazewell County, Illinois","1774","154","46","45","14","23","82","55","0","11","(X)","(X)","2.6","2.6","0.8","1.3","4.6","3.1","0.0","1.7","0","11","0","11","0","11","0","11","0","11","0.0","1.7","0.0","42.0","0.0","76.1","0.0","29.7","-","**"
"1400000US17179020302","Census Tract 203.02, Tazewell County, Illinois","2008","178","0","11","0","11","0","11","0","11","(X)","(X)","0.0","1.5","0.0","1.5","0.0","1.5","0.0","1.5","0","11","0","11","0","11","0","11","0","11","0.0","1.5","-","**","-","**","-","**","-","**"
"1400000US17179020400","Census Tract 204, Tazewell County, Illinois","2112","187","11","18","37","55","0","16","0","16","(X)","(X)","0.5","0.9","1.8","2.6","0.0","1.4","0.0","1.4","11","18","11","18","0","16","0","16","0","16","0.5","0.9","100.0","85.9","0.0","46.8","-","**","-","**"
"1400000US17179020500","Census Tract 205, Tazewell County, Illinois","1795","112","42","31","37","20","5","7","0","11","(X)","(X)","2.3","1.7","2.1","1.1","0.3","0.4","0.0","1.7","0","11","0","11","0","11","0","11","0","11","0.0","1.7","0.0","44.0","0.0","46.8","0.0","100.0","-","**"
"1400000US17179020600","Census Tract 206, Tazewell County, Illinois","911","59","14","22","12","18","0","11","0","11","(X)","(X)","1.5","2.4","1.3","2.0","0.0","3.2","0.0","3.2","0","11","0","11","0","11","0","11","0","11","0.0","3.2","0.0","76.1","0.0","82.3","-","**","-","**"
"1400000US17179020700","Census Tract 207, Tazewell County, Illinois","1820","97","0","11","28","28","22","30","0","11","(X)","(X)","0.0","1.6","1.5","1.5","1.2","1.6","0.0","1.6","0","11","0","11","0","11","0","11","0","11","0.0","1.6","-","**","0.0","53.8","0.0","60.7","-","**"
"1400000US17179020800","Census Tract 208, Tazewell County, Illinois","1366","105","0","11","0","11","0","11","9","14","(X)","(X)","0.0","2.2","0.0","2.2","0.0","2.2","0.7","1.0","0","11","0","11","0","11","0","11","0","11","0.0","2.2","-","**","-","**","-","**","0.0","95.0"
"1400000US17179020900","Census Tract 209, Tazewell County, Illinois","809","84","11","11","3","6","0","11","0","11","(X)","(X)","1.4","1.4","0.4","0.8","0.0","3.6","0.0","3.6","0","11","0","11","0","11","0","11","0","11","0.0","3.6","0.0","85.9","0.0","100.0","-","**","-","**"
"1400000US17179021000","Census Tract 210, Tazewell County, Illinois","2420","180","11","19","19","31","0","16","0","16","(X)","(X)","0.5","0.8","0.8","1.3","0.0","1.2","0.0","1.2","0","16","0","16","0","16","0","16","0","16","0.0","1.2","0.0","85.9","0.0","65.4","-","**","-","**"
"1400000US17179021101","Census Tract 211.01, Tazewell County, Illinois","2831","168","105","76","0","16","0","16","48","55","(X)","(X)","3.7","2.7","0.0","1.1","0.0","1.1","1.7","1.9","48","60","48","60","0","16","0","16","0","16","1.7","2.1","45.7","40.9","-","**","-","**","0.0","41.1"
"1400000US17179021102","Census Tract 211.02, Tazewell County, Illinois","2553","273","16","25","0","16","12","20","0","16","(X)","(X)","0.6","1.0","0.0","1.2","0.5","0.8","0.0","1.2","0","16","0","16","0","16","0","16","0","16","0.0","1.2","0.0","71.2","-","**","0.0","82.3","-","**"
"1400000US17179021201","Census Tract 212.01, Tazewell County, Illinois","1958","103","53","50","24","29","60","37","0","16","(X)","(X)","2.7","2.5","1.2","1.5","3.1","1.9","0.0","1.5","0","16","0","16","0","16","0","16","0","16","0.0","1.5","0.0","39.1","0.0","58.2","0.0","36.7","-","**"
"1400000US17179021202","Census Tract 212.02, Tazewell County, Illinois","1489","108","23","20","13","15","9","13","0","11","(X)","(X)","1.5","1.3","0.9","1.0","0.6","0.9","0.0","2.0","0","11","0","11","0","11","0","11","0","11","0.0","2.0","0.0","59.4","0.0","79.0","0.0","95.0","-","**"
"1400000US17179021203","Census Tract 212.03, Tazewell County, Illinois","2116","117","23","23","3","6","36","32","0","16","(X)","(X)","1.1","1.1","0.1","0.3","1.7","1.5","0.0","1.4","22","28","4","8","0","16","18","24","0","16","1.0","1.3","17.4","30.5","0.0","100.0","50.0","47.6","-","**"
"1400000US17179021500","Census Tract 215, Tazewell County, Illinois","2950","170","118","95","79","55","11","17","0","16","(X)","(X)","4.0","3.2","2.7","1.9","0.4","0.6","0.0","1.0","11","17","0","16","0","16","11","17","0","16","0.4","0.6","0.0","22.2","0.0","30.6","100.0","85.9","-","**"
"1400000US17179021603","Census Tract 216.03, Tazewell County, Illinois","2135","119","45","45","35","37","0","16","0","16","(X)","(X)","2.1","2.1","1.6","1.8","0.0","1.4","0.0","1.4","13","22","13","22","0","16","0","16","0","16","0.6","1.0","28.9","45.8","0.0","48.2","-","**","-","**"
"1400000US17179021604","Census Tract 216.04, Tazewell County, Illinois","1019","59","28","37","5","7","60","44","13","12","(X)","(X)","2.7","3.6","0.5","0.7","5.9","4.3","1.3","1.2","24","36","24","36","0","11","0","11","0","11","2.4","3.5","85.7","46.2","0.0","100.0","0.0","36.7","0.0","79.0"
"1400000US17179021605","Census Tract 216.05, Tazewell County, Illinois","1096","75","0","11","8","13","17","21","0","11","(X)","(X)","0.0","2.7","0.7","1.2","1.6","1.9","0.0","2.7","0","11","0","11","0","11","0","11","0","11","0.0","2.7","-","**","0.0","100.0","0.0","69.1","-","**"
